24;AKWA PALACE (Reception)Akwa;Akwa;DOUALA;MENYE ELESSO J.W;693116558;21/12/2019;CM834401;iWL220;IWL221-01T1387A;12341WL61362939;15281WL23607277;NEXTTEL;8923.7040.0274.1669.5739
25;AKWA PALACE (Reception)Akwa;Akwa;DOUALA;MENYE ELESSO J.W;693116558;21/12/2019;CM834403;iCT220;ICT220-11T2221A;17145CT26498706;;ETHERNET;
26;ALDO (NEW PORT) AKWA;Akwa;DOUALA;Iliane TAHO;693667036;15/08/2020;CM106999;Move3500;TWE-31310403C;1,93227E+23;;ORANGE;8923,7021,3103,9019,9479
27;ALDO BALI;Bali;DOUALA;KOUOMOU Manuella;699594379;13/08/2020;CM816501;Move3500;TWE-31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6415
28;ALIMENTATION BON PRIX;BASTOS;YAOUNDE;MBOUBEYEWU Hilaire;699808733;22/01/2020;CM305901;IWL220;IWL221-01T1387A;16211WL24752768;15279WL23597766;ORANGE;8923.7021.2051.2101.0252
29;ALLIANZ  ;BONANJO;DOUALA;TKEYEMB RACHEL;695198945;05/02/2020;CM399901;IWL220;IWL221-01T1387A;16209WL24743167;14235WL22060231;ORANGE;8923,7021,3103,9019,9487
30;ALLIANZ YAOUNDE;RADIO;YAOUNDE;MAKOUBE YVES;222209688;23/01/2020;CM499901;IWL220;IWL221-01T1387A;15290WL23650027;15279WL23597460;ORANGE;8923.7021.4023.9112.1329
31;AMBASSADE DE CHINE;BASTOS;YAOUNDE;;;31/01/2020;CM892401;IWL220;IWL221-01T1387A;16211WL24751930;;ORANGE;8923.7021.2051.2143.6322
32;AMBASSADE DE CHINE;BASTOS;YAOUNDE;;;31/01/2020;CM892402;ICT220;ICT220-01T1073F;13226CT20738990;;ETHERNET;
33;APE  DOMINIQUE SAVIO;BONAPRISO;DOUALA;;654768272;27/01/2020;CM306901;IWL220;IWL221-01T1387A;15150WL23097159;15151WL23071320;ORANGE;8923.7021.4013.9314.3952
34;ARMANI CAFE (THE LODGE RESTAURANT);BASTOS;YAOUNDE;MANGA FRANCKY;698380223;26/09/2020;CM851101;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.0374.4030
35;ARNO AKWA;Akwa;DOUALA;Mme TAGNE;677725410;17/08/2020;CM103501;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6134
36;ARNO AKWA;Akwa;DOUALA;Mme TAGNE;677725410;17/08/2020;CM103502;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6464
37;ARNO YAOUNDE;SOLEIL;YAOUNDE;RAMAROTACIKA;222224326;12/08/2020;CM103503;Move3500;TWE31310403C;1,93227E+23;;SIERRA;8933.2401.0000.1811.9046
38;Atelier de Francine lenteu;Bonamoussadi;DOUALA;KEUNGUE Nelly;672576064;13/01/2020;CM848801;iWL220;IWL221-01T2194A;17072WL25889840;;ORANGE;
39;ATELIER DU VIN;AKWA;DOUALA;;699180368;04/02/2020;CM845501;IWL220;IWL221-01T2194A;17072WL25889874;;ORANGE;8923,7021,4093,8552,0986
40;ATLANTIC BEACH HOTEL;Limbe;LIMBE;EMOCK ETUC Didier;696869181;11/01/2020;CM838101;iWL220;IWL221-01T2194A;17072WL25889908;;ORANGE;8923,7022,0092,8046,6926
41;ATLANTIS;BONANJO;DOUALA;MASODA SHARON;657507028;30/01/2020;CM007701;IWL220;IWL221-01T1387A;13274WL20937511;15281WL23605167;ORANGE;8923.7021.4013.9314.3602
42;ATLANTIS;BONAPRISO;DOUALA;FEUMBA CARELLE;696093574;24/01/2020;CM007702;IWL220;IWL221-01T1387A;16209WL24743884;14140WL21757641;ORANGE;8923.7021.3051.2058.8272
43;ATMOSPHERES BESSEKE;BESSEKE;DOUALA;NGONGO ELISE;650363770;05/02/2020;CM894001;IWL220;IWL221-01T1387A;16209WL24743676;16209WL2474068;ORANGE;8923,7021,8041,8052,4318
44;ATMOSPHERES BONAPRISO;BONAPRISO;DOUALA;TIKI MARTINE;699098978;18/08/2020;CM894002;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.0622.1077
45;ATRIUM BARRIERE;BARRIERE;YAOUNDE;TEZING CLEMENCE;694143529;13/08/2020;CM816709;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.1811.9053
46;ATRIUM BESSEKE;Besseke;DOUALA;JAZET Genevieve;696068376;15/08/2020;CM816701;Move3500;TWE-31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6100
47;ATRIUM BESSEKE;Besseke;DOUALA;JAZET Genevieve;696068376;15/08/2020;CM816704;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6217
48;ATRIUM BESSEKE;Besseke;DOUALA;JAZET Genevieve;696068376;15/08/2020;CM816705;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6373
49;ATRIUM BESSEKE;Besseke;DOUALA;JAZET Genevieve;696068376;20/01/2020;CM816706;iCT220;ICT220-11T2221A;17145CT26499073;;ORANGE;8923,7022,0092,8046,6282
50;ATRIUM BESSEKE;Besseke;DOUALA;JAZET Genevieve;696068376;15/08/2020;CM816711;Move3500;TWE31310403C;1,93237E+23;;BICS;8932.0410.0300.0109.7978
51;ATRIUM EMANA;EMANA;YAOUNDE;NGASSOM JEPUTE;697336196;13/08/2020;CM816708;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.1812.0325
52;ATRIUM ODZA;ODZA;YAOUNDE;RITESH GURNANI;650707073;13/08/2020;CM816707;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.1812.0358
53;ATRIUM PK11;PK11;DOUALA;JAZET Genevieve;696068376;15/08/2020;CM816710;Move3500;TWE31310403C;1,93227E+23;;BICS;8932.0410.0300.0109.1641
54;AU FIN GOURMET;Bonapriso;DOUALA;FREDERIQUE KEMACHIN;675292904;24/12/2020;CM853601;iWL220;IWL221-01T2194A;17073WL25896522;;ORANGE;8923.7021.2051.2102.2225
55;AXA ASSURANCE;Akwa;DOUALA;;;30/01/2020;CM307301;IWL220;IWL221-01T1387A;15290WL23649659;13275WL20943914;ORANGE;8923,7022,0092,8046,6118
56;BACKSTAGE;BASTOS;YAOUNDE;HERVE LAMY;698909948;22/01/2020;CM849101;IWL220;IWL221-01T2194A;17072WL25889661;15279WL23597703;ORANGE;8923.7021.4023.9112.1477
57;BALLY SUISSE (BAO BOUTIQUE);ELIG ESSONO;YAOUNDE;DIEUMO DAVID;654843415;21/01/2020;CM520001;IWL220;IWL221-01T1387A;16209WL24743561;13275WL20940193;ORANGE;8923.7021.4013.9314.3646
58;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840601;iCT220;ICT220-11T2221A;17145CT26498075;;ORANGE;8923,7022,0092,8046,6076
59;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840602;iCT220;ICT220-11T2221A;17145CT26498070;;ORANGE;8923,7022,0092,8046,6035
60;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840603;iCT220;ICT220-11T2221A;17145CT26498097;;ORANGE;
61;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840604;iCT220;ICT220-11T2221A;17145CT26497761;;ORANGE;8923,7022,0092,8046,6050
62;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840605;iCT220;ICT220-11T2221A;17145CT26497737;;ORANGE;8923,7022,0092,8046,6027
63;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;04/01/2020;CM840606;iCT220;ICT220-11T2221A;17145CT26498924;;ORANGE;8923,7022,0092,8046,6084
64;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;26/08/2020;CM840607;Move3500;TWE-31310403C;1,93237E+23;;ORANGE;
65;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;15/08/2020;CM840608;Move3500;TWE31310403C;1,93237E+23;;SIERRA;8933.2401.0000.0374.4337
66;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;15/08/2020;CM840609;Move3500;TWE31310403C;1,93237E+23;;BICS;8932.0410.0300.0109.7820
67;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;15/08/2020;CM840610;Move3500;TWE31310403C;1,93227E+23;;ORANGE;8923,7022,0092,8046,6043
68;BAO (Cash & Carry);Saint Michel;DOUALA;Oumarou Emmanuel;695259266;15/08/2020;CM840611;Move3500;TWE31310403C;1,93237E+23;;BICS;8932.0410.0300.0109.7796
69;BAO (Cash & Carry) PK9;PK9;DOUALA;;;03/08/2020;CM840612;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6233
70;BAO (Cash & Carry) PK9;PK9;DOUALA;;;03/08/2020;CM840613;Move3500;TWE31310403C;1,93237E+23;;ORANGE;8923,7022,0092,8046,6159
71;BATIRAMA;MVAN;YAOUNDE;JOSEPH;;15/01/2020;CM303703;IWL220;IWL221-01T1387A;12341WL61352789;14142WL21769044;ORANGE;8923.7021.0512.1010.229
72;BCL CENTRAGEL;BASTOS;YAOUNDE;TSONGA Laurentine;222208478;11/08/2020;CM420002;Move3500;TWE31310403C;1,93157E+23;;ORANGE;8923.7021.2051.2101.0195
73;BELL OPTIQUE;BONANJO;DOUALA;B.CLAIRE;698801492;03/02/2020;CM772001;IWL220;IWL221-01T1387A;13274WL20937470;15279WL23597927;ORANGE;8923.7021.4093.8428.7249
74;BLACK & DIAMOND;BONAPRISO;DOUALA;EBAKISSE REINE;655155330;24/01/2020;CM836401;IWL220;IWL221-01T2194A;17072WL25889955;;ORANGE;
75;BOLD LAB;BASTOS;YAOUNDE;BALENLA JOSEPHINE;694632204;16/01/2020;CM838401;IWL220;IWL221-01T2194A;17072WL25899731;15279WL23597723;ORANGE;8923.7021.2051.2101.0322
76;BOLD&LBB SAS;BONAPRISO;DOUALA;AZANGUE MIREILLE;698999901;13/02/2020;CM817001;iWL220;IWL221-01T1387A;13274WL20936989;15279WL23597886;ORANGE;8923,7022,0092,8046,6266
77;BOMBAY MASSALA;Bonapriso;DOUALA;-;652188658;15/01/2020;CM203001;iWL220;IWL221-01T1387A;16209WL24743529;14281WL22218965;ORANGE;8923.7021.4013.9314.3943
78;BOULANGERIE DU PEUPLE;BAFOUSSAM;BAFOUSSAM;FOTSING FELIX;698505515;06/03/2020;CM843601;IWL220;IWL221-01T2194A;17072WL25889576;;ORANGE;8923.7021.8041.8052.4235
79;BOULANGERIE FONTANA;NKOMO;YAOUNDE;EBOUGUE JEAN;694157535;06/02/2020;CM206301;IWL220;IWL221-01T1387A;14221WL22015203;14140WL21757693;ORANGE;8923.7021.4023.9112.1469
80;BOULANGERIE ST PAUL;MARCHE MISSOKE;DOUALA;DONTSA BLANCHE;699724230;19/04/2021;CM855001;IWL220;IWL221-01T1387A;16166WL24545979;;ORANGE;8923.7021.4093.8428.7736
81;BRIOCHE DOREE;BONAMOUSSADI;DOUALA;-;233477203;13/01/2020;CM838801;iCT220;ICT220-11T2221A;17145CT26499183;;ORANGE;
82;BRIOCHE DOREE (COIN GOURMAND);BONAMOUSSADI;DOUALA;POAKA;;28/02/2020;CM838802;Move3500;TWE-31310403C;1,93237E+23;;NEXTTEL;8923.7040.0274.1669.5689
83;BRULERIE MODERNE DOUALA;Bonapriso;DOUALA;-;655065155;15/01/2020;CM301401;iWL220;IWL221-01T1387A;14050WL21437929;15279WL23597458;ORANGE;8923,7021,6021,8644,2075
84;BRULERIE MODERNE YAOUNDE;Cente ville (Hilton);YAOUNDE;GHACHIKET Rachidetou;697673987;18/08/2020;CM301402;Move3500;TWE-31310403C;1,93237E+23;;SIERRA;8933.2401.0000.0374.4246
85;BVS AKWA;Paris Dancing - Akwa;DOUALA;;;22/12/2020;CM849003;iWL220;IWL221-01T1387A;16139WL24420750;;ORANGE;8923.7021.2051.2143.6333
86;BVS AKWA;Paris Dancing - Akwa;DOUALA;;;22/01/2021;CM849004;iWL220;IWL221-01T1387A;16209WL24744225;;ORANGE;8923.7021.4093.8428.7751
87;BVS DISTRIBUTION DOUALA;SAINT MICHEL;DOUALA;;695997754;12/08/2020;CM849002;Move3500;TWE-31310403C;1,93237E+23;;NEXTTEL;8923.7040.0274.1669.5721
88;BVS DISTRIBUTION YAOUNDE;OMNISPORT;YAOUNDE;BOUCHE PELAGIE;;13/08/2020;CM849001;Move3500;TWE-31310403C;1,93237E+23;;SIERRA;8933.2401.0000.1811.8998
89;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;;;07/01/2020;CM837301;iCT220;ICT220-01T1073F;13226CT20738051;;ETHERNET;
90;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;691862568;23/12/2019;CM837302;iCT220;ICT220-11T2221A;17145CT26499054;;ETHERNET;
91;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;693896444;23/12/2019;CM837303;iCT220;ICT220-11T2221A;17145CT26498802;;ETHERNET;
92;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;693896444;23/12/2019;CM837304;iCT220;ICT220-11T2221A;17145CT26498918;;ETHERNET;
93;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;691862568;23/12/2019;CM837305;iCT220;ICT220-11T2221A;17145CT26498144;;ETHERNET;
94;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;691862568;23/12/2019;CM837306;iCT220;ICT220-11T2221A;17145CT26497737;;ETHERNET;
95;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;EPOUNAE Carole;696193351;07/01/2020;CM837307;iCT220;ICT220-11T2221A;17145CT26497616;;ETHERNET/ORANGE;8923.7021.4023.9165.0830
96;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;;;07/01/2020;CM837308;iCT220;ICT220-01T1073F;13226CT20738089;;ETHERNET;
97;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;EPOUNAE Carole;696193351;07/01/2020;CM837309;iCT220;ICT220-11T2221A;17145CT26498874;;ORANGE;8923.7021.7023.1957.1710
98;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;;;07/01/2020;CM837309;iCT220;ICT220-01T2179F;15135CT23686889;;ETHERNET;
99;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;EPOUNAE Carole;696193351;28/10/2020;CM837310;Move3500;TWE-31310403C;1,93237E+23;;WIFI;
100;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;693896444;23/12/2019;CM837311;iCT220;ICT220-11T2221A;17145CT26498031;;ETHERNET/ORANGE;8923.7021.7023.8195.7735
101;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;EPOUNAE Carole;696193351;07/01/2020;CM837312;iCT220;ICT220-11T2221A;17145CT26498815;;EHTERNET;8933.2401.0000.0330.1757
102;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;691862568;23/12/2019;CM837313;iCT220;ICT220-11T2221A;17145CT26499200;;ETHERNET;
103;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;693896444;28/10/2020;CM837314;Move3500;TWE-31310403C;1,93237E+23;;WIFI;
104;CAMDA (CARREFOUR DOUALA);BONAMOUSSADI;DOUALA;;;19/03/2020;CM837316;iCT220;ICT220-11T2221A;17145CT26498067;;ETHERNET/NEXTTEL;8923.7040.0274.1669.9475
105;CAMDA (CARREFOUR DOUALA);Bonamoussadi;DOUALA;Mystere INISSOUK;693896444;28/10/2020;CM837315;Move3500;TWE-31310403C;1,93237E+23;;WIFI;
106;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850201;ICT220;ICT220-11T2221A;17145CT26499026;;ETHERNET;
107;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850202;ICT220;ICT220-01T1073F;13226CT20738645;;SIERRA;8933.2401.0000.0374.4378
108;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850203;ICT220;ICT220-11T2221A;17145CT26498600;;ETHERNET;
109;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850204;ICT220;ICT220-11T2221A;17145CT26498049;;ETHERNET;
110;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850205;ICT220;ICT220-11T2221A;17145CT26498034;;ETHERNET;
111;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850206;ICT220;ICT220-01T1073F;13226CT20738044;;ETHERNET;
112;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;15/01/2021;CM850207;Move3500;TWE-31310403C;1,93227E+23;;WIFI;
113;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850208;ICT220;ICT220-11T2221A;17145CT26499055;;ETHERNET;
114;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850209;ICT220;ICT220-01T1073F;13226CT20736938;;ETHERNET;
115;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850210;ICT220;ICT220-01T1073F;13226CT20737260;;ETHERNET;
116;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850211;ICT220;ICT220-01T1073F;13226CT20738575;;ETHERNET;
117;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850212;ICT220;ICT220-01T1073F;13226CT20738591;;ETHERNET;
118;CAMDA (CARREFOUR YAOUNDE);EKIE;YAOUNDE;;;17/01/2020;CM850213;ICT220;ICT220-01T1073F;13226CT20737116;;ETHERNET;
119;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;17/12/2020;CM853801;iWL220;IWL221-01T1387A;16211WL24751252;;ORANGE;8923.7021.7023.8195.6869
120;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;17/12/2020;CM853802;iWL220;IWL221-01T1387A;15290WL23649580;;ORANGE;8923.7021.7023.8195.6299
121;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;18/01/2021;CM853803;iWL220;IWL221-01T1387A;16209WL24743201;;ORANGE;
122;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;18/01/2021;CM853804;iWL220;IWL221-01T1387A;13084WL20338352;;ORANGE;
123;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;18/01/2021;CM853805;iWL220;IWL221-01T1387A;15290WL23649548;;ORANGE;8923.7021.7023.8195.6851
124;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;18/01/2021;CM853806;iWL220;IWL221-01T2194A;17073WL25896616;;ORANGE;
125;CAMDA AKWA;Dalip - Akwa;DOUALA;DEMEZ LUC;699365817;18/01/2021;CM853807;iWL220;IWL221-01T1387A;16209WL24744369;;ORANGE;
126;CAMTEL (AGENCE NKONGSAMBA);NKONGSAMBA;NKONGSAMBA;NDIMA;242022817;06/03/2020;CM812301;IWL220;;;;ORANGE;
127;CAMTEL AKWA (DLA ENTREPRISE 0);AKWA;DOUALA;NTOUNGWA DORISSE;243137860;27/01/2020;CM816001;IWL220;IWL221-01T1387A;12341WL61352887;15279WL23597882;ORANGE;8923.7021.4093.8428.7942
128;CAMTEL AKWA (DLA ENTREPRISE 1);AKWA;DOUALA;NTOUNGWA DORISSE;243137860;27/01/2020;CM816101;IWL220;IWL221-01T2194A;17072WL25890017;13274WL20937801;ORANGE;8923.7021.7042.8317.0227
129;CAMTEL BIYEMASSI;BIYEMASSI;YAOUNDE;TABI SANDRINE;222317783;30/01/2020;CM813501;IWL220;IWL221-01T1387A;13274WL20937002;14142WL21769135;ORANGE;8923.7021.7042.8317.0268
130;CAMTEL CTPHONE;Boulevard 20 mai;YAOUNDE;MENI ASSOUM;;29/01/2020;CM813701;IWL220;IWL221-01T1387A;14142WL21768176;14232WL22049830;ORANGE;8923.7021.5043.9692.4605
131;CAMTEL JAMOT;DRAGAGE;YAOUNDE;KOURYANA;243250739;13/02/2020;CM813901;IWL220;IWL221-01T1387A;14142WL21768216;14232WL22049998;ORANGE;8923.7021.5043.9692.4801
132;CAMTEL MVAN;MVAN;YAOUNDE;EBOUTOU SEGY;243026424;15/01/2020;CM814201;IWL220;IWL221-01T1387A;14241WL22076233;;ORANGE;8923.7021.5043.9692.4779
133;CAMTEL NGOUSSO;NGOUSSO;YAOUNDE;MISSONGUI;;28/01/2020;CM814301;IWL220;IWL221-01T1387A;13273WL20936356;13274WL20937774;ORANGE;8923.7021.5043.9692.4761
134;CAMTEL NKOLBISSON;NKOLBISSON;YAOUNDE;MBAZOA VIVIANE;;31/01/2020;CM814401;IWL220;IWL221-01T1387A;13274WL20937575;14235WL22060441;ORANGE;8923.7021.5043.9692.4753
135;CAMTEL NKOMO;NKOMO;YAOUNDE;NNOH JEANNE;222304319;06/02/2020;CM814501;IWL220;IWL221-01T1387A;13084WL20338387;13274WL20937819;ORANGE;8923.7021.5043.9692.4746
136;CANAL PLUS;AKWA;DOUALA;SEUKAP JUDITH;696124429;27/01/2020;CM580001;IWL220;IWL221-01T1387A;14241WL22076216;14139WL21756389;ORANGE;8923.7021.4013.8382.5911
137;CANAL PLUS;Bonamoussadi;DOUALA;ABEKE Niquése;699521178;13/01/2020;CM580002;iWL220;IWL221-01T2194A;17072WL25890043;;BICS;8932.0410.0300.0109.8406
138;CANAL PLUS;Bonaberi (Ancienne route);DOUALA;;694210907;07/01/2020;CM580003;iWL220;IWL221-01T2194A;17073WL25896610;;ORANGE;
139;CANAL PLUS;MARCHE Central;YAOUNDE;DJIKE LYNDA;696672949;24/01/2020;CM590001;IWL220;IWL221-01T1387A;14130WL21726075;15281WL23607303;ORANGE;8923.7021.4013.9382.5903
140;CARAIB SUD ( SAINT GERMAIN);BONAPRISO;DOUALA;DJOOH SOSSO;;27/01/2020;CM722101;IWL220;IWL221-01T1387A;16212WL2472010;15328WL23794582;ORANGE;8923.7021.2051.2101.2118
141;CARREFOUR GRAND MALL;ZONE AEROPORT;DOUALA;LUC DEMEZ;699365817;16/11/2020;CM852901;Move3500;TWE-31310403C;1,93237E+23;;WIFI/SIERRA;8933.2401.0000.1812.0796
142;CARREFOUR GRAND MALL;ZONE AEROPORT;DOUALA;LUC DEMEZ;699365817;16/11/2020;CM852902;Move3500;TWE-31310403C;1,93157E+23;;WIFI/SIERRA;8933.2401.0000.1812.0770
